Z01.4	exclusion	pregled ili test na trudnoću Z32.-	
Z01.4	exclusion	rutinski pregled radi održavanja kontracepcije Z30.4-Z30.5	
Z01.5	preferred	Dijagnosticki kožni testovi i testovi osjetljivosti	Dijagnosticki kozni i alergijski testovi
Z01.5	inclusion	Alergijski testovi	
Z01.5	inclusion	Kožni testovi na: bakterijske bolesti	
Z01.5	inclusion	Kožni testovi na: preosjetljivost	
Z01.6	preferred	Radiološki pregled, neklasifikovan na drugom mjestu	Radioloski pregled
Z01.6	inclusion	Rutinski: rendgenografija grudnog koša	
Z01.6	inclusion	Rutinska: mamografija	
Z01.7	preferred	Laboratorijski pregledi	Laboratorijski pregledi
Z01.8	preferred	Drugi označeni posebni pregledi	Drugi označeni posebni pregledi
Z01.9	preferred	Posebni pregled, neoznačen	Posebni pregled, neoznačen
Z02	preferred	Pregled i kontakt iz administrativnih razloga	Pregled i kontakt iz administrativnih razloga
Z02.0	preferred	Pregled za prijem u obrazovnu instituciju	Pregled za prijem u obrazovnu instituciju
Z02.0	inclusion	Pregled za prijem u predškolsku ustanovu (obrazovanje)	
Z02.1	preferred	Pregled prije zaposlenja	Pregled prije zaposlenjenja
Z02.1	exclusion	zdravstveni pregled zaposlenih Z10.0	
Z02.2	preferred	Pregled za prijem radi boravka u ustanovi	Pregled za prijem u zatvorenu instituciju
Z02.2	exclusion	pregled za prijem u zatvor Z02.8	
Z02.2	exclusion	opšta provjera zdravstvenog stanja osoba koje žive u institucijama Z10.1	
Z02.3	preferred	Pregled prilikom regrutacije za vojsku	Pregled regruta za vojsku
Z02.3	exclusion	opšta provjera zdravstvenog stanja vojnika Z10.2	
Z02.4	preferred	Pregled za vozačku dozvolu	Pregled za vozacku dozvolu
Z02.5	preferred	Pregled radi bavljenja sportom	Pregled radi ucesca u sportu
Z02.5	exclusion	test na alkohol ili drogu u krvi Z04.0	
Z02.5	exclusion	opšta provjera zdravstvenog stanja sportskih timova Z10.2	
Z02.6	preferred	Pregled za svrhe osiguranja	Pregled za osiguranje
Z02.7	preferred	Izdavanje medicinskog uvjerenja 	Izdavanje medicinske potvrde
Z02.7	inclusion	Izdavanje medicinskog uvjerenja o: uzroku smrti	
Z02.7	inclusion	Izdavanje medicinskog uvjerenja o: fizičkoj spremnosti	
Z02.7	inclusion	Izdavanje medicinskog uvjerenja o: nesposobnosti	
Z02.7	inclusion	Izdavanje medicinskog uvjerenja o: invaliditetu	
Z02.7	exclusion	Kontakt radi opšteg medicinskog pregleda (Z00-Z01, Z02.0-Z02.6, Z02.8-,Z02.9, Z10.-)	
Z02.8	preferred	Drugi pregledi iz administrativnih razloga	Drugi pregledi iz administrativnih razloga
Z02.8	inclusion	Pregled (radi): prijema u: zatvor	
Z02.8	inclusion	Pregled (radi): prijema u: ljetnji kamp	
Z02.8	inclusion	Pregled (radi): usvajanja	
Z02.8	inclusion	Pregled (radi): imigracije	
Z02.8	inclusion	Pregled (radi): naturalizacije	
Z02.8	inclusion	Pregled (radi): sklapanja braka	
Z02.8	exclusion	zdravstveni nadzor nad napuštenim djetetom ili drugim zdravim odojčetom ili djetetom Z76.1-Z76.2	
Z02.9	preferred	Pregled zbog administrativnih razloga, neoznačen	Pregled zbog administrativnih razloga, neoznačen
Z03	preferred	Medicinsko posmatranje i procjena zbog sumnje na neke bolesti ili stanja	Medicinsko posmatranje i praćenje zbog sumnje na neke bolesti ili stanja
Z03	inclusion	osobe koje navedu određene simptome ili dokaze abnormalnog stanja koje zahtijevaju ispitivanje, ali koje, nakon pregleda i posmatranja, ne zahtijevaju daljnji tretman ili medicinsku njegu	
Z03	exclusion	osoba koja ima strah da je bolesna a kod koje nije postavljena dijagnoza Z71.1	
Z03.0	preferred	Posmatranje zbog sumnje na tuberkulozu	Posmatranje zbog sumnje na tuberkulozu
Z03.1	preferred	Posmatranje zbog sumnje na malignu neoplazmu	Posmatranje zbog sumnje na malignu neoplazmu
Z03.2	preferred	Posmatranje zbog sumnje na mentalni poremećaj ili poremećaj ponašanja	Posmatranje zbog sumnje na mentalni poremećaj ili poremećaj ponašanja
Z03.2	inclusion	Posmatranje zbog: asocijalnog ponašanja bez manifestnog psihijatrijskog poremećaja	
Z03.2	inclusion	Posmatranje zbog: podmetanja požara bez manifestnog psihijatrijskog poremećaja	
Z03.2	inclusion	Posmatranje zbog: siledžijstva (pripadnosti bandi) bez manifestnog psihijatrijskog poremećaja	
Z03.2	inclusion	Posmatranje zbog: krađe u prodavnicama bez manifestnog psihijatrijskog poremećaja	
Z03.3	preferred	Posmatranje zbog sumnje na oboljenje nervnog sistema	Posmatranje zbog sumnje na oboljenje nervnog sistema
Z03.4	preferred	Posmatranje zbog sumnje na infarkt srca	Posmatranje zbog sumnje na infarkt srca
Z03.5	preferred	Posmatranje zbog sumnje na druge kardiovaskularne bolesti	Posmatranje zbog sumnje na druge srcano-sudovne bolesti
Z03.6	preferred	Posmatranje zbog sumnje na toksične efekte progutanih supstanci	Posmatranje zbog sumnje na toksicne efekte unijetih supstanci
Z03.6	inclusion	Posmatranje zbog sumnje na: štetne efekte ljekova	
Z03.6	inclusion	Posmatranje zbog sumnje na: trovanje	
Z03.8	preferred	Posmatranje zbog sumnje na druge bolesti ili stanja	Posmatranje zbog sumnje na druge bolesti ili stanja
Z03.9	preferred	Posmatranje zbog sumnje na bolest ili stanje, neoznačeno	Posmatranje zbog sumnje na bolest ili stanje, neoznačeno
Z04	preferred	Pregledi i posmatranje zbog drugih razloga	Pregledi i posmatranje zbog drugih razloga
Z04	inclusion	pregled zbog sudskomedicinskih razloga	
Z04.0	preferred	Test na alkohol i drogu u krvi	Test na alkohol ili drogu u krvi
Z04.0	exclusion	prisustvo: alkohola u krvi R78.0	
Z04.0	exclusion	prisustvo: droga u krvi R78.-	
Z04.1	preferred	Pregled i posmatranje nakon saobraćajnog udesa	Pregled i posmatranje poslije saobracajnog udesa
Z04.1	exclusion	nakon nesreće na poslu	
Z04.2	preferred	Pregled i posmatranje nakon nesreće na poslu	Pregled i posmatranje poslije udesa na radu
Z04.3	preferred	Pregled i posmatranje nakon druge nesreće	Pregled i posmatranje poslije drugih udesa
Z04.4	preferred	Pregled i posmatranje nakon navodnog silovanja ili zavođenja	Pregled i posmatranje poslije navodnog silovanja ili zavodjenja
Z04.4	inclusion	Pregled žrtve ili krivca nakon navodnog silovanja ili zavođenja	
Z04.5	preferred	Pregled i posmatranje nakon drugih nanijetih povreda	Pregled i posmatranje poslije drugih nanijetih povreda
Z04.5	inclusion	Pregled žrtve ili krivca nakon drugih nanijetih povreda	
Z04.6	preferred	Opšti psihijatrijski pregled, na zahtjev vlasti	Opsti psihijatrijski pregled na zahtjev vlasti
Z04.8	preferred	Pregled i posmatranje zbog drugih označenih razloga	Pregled i posmatranje zbog drugih označenih razloga
Z04.8	inclusion	Zahtjev za svjedočenje stručnjaka (vještačenje)	
Z04.9	preferred	Pregled i posmatranje zbog neoznačenih razloga	Pregled i posmatranje zbog neoznačenih razloga
Z04.9	inclusion	Posmatranje NOS	
Z08	preferred	Kontrolni pregled poslije liječenja zloćudnog tumora	Kontrolni pregled poslije lijecenja zlocudnog tumora
Z08	inclusion	medicinski nadzor nakon liječenja	
Z08	exclusion	medicinska njega tokom liječenja i oporavka Z42-Z51, Z54.-	
Z08.0	preferred	Kontrolni pregled poslije operacije zbog zloćudnog tumora	Kontrolni pregled poslije operacije zbog zlocudnog tumora
Z08.1	preferred	Kontrolni pregled poslije radioterapije zbog zloćudnog tumora	Kontrolni pregled poslije radioterapije zbog zlocudnog tumora
Z08.1	exclusion	primanje doze radioterapije (seansa) Z51.0	
Z08.2	preferred	Kontrolni pregled poslije hemoterapije zbog zloćudnog tumora	Kontrolni pregled poslije hemioterapije zbog zlocudnog tumora
Z08.2	exclusion	primanje doze hemoterapije (seansa) Z51.1	
Z08.7	preferred	Kontrolni pregled poslije kombinovanog liječenja zloćudnog tumora	Kontrolni pregled poslije kombinovanog lijecenja zlocudnog tumora
Z08.8	preferred	Kontrolni pregled poslije drugog liječenja zloćudnog tumora	Kontrolni pregled poslije drugog lijecenja zlocudnog tumora
Z08.9	preferred	Kontrolni pregled poslije neoznačenog liječenja zloćudnog tumora	Kontrolni pregled poslije neoznačenog lijecenja zlocudnog tumora
Z09	preferred	Kontrolni pregled poslije liječenja stanja koja nijesu zloćudni tumori	Kontrolni pregled poslije lijecenja stanja koja nijesu zloćudni tumori
Z09	inclusion	medicinski nadzor nakon liječenja	
Z09	exclusion	medicinska njega tokom liječenja i oporavka Z42-Z51, Z54.-	
Z09	exclusion	medicinski nadzor nakon liječenja zbog zloćudnog tumora Z08.-	
Z09	exclusion	nadzor nad: kontracepcijom Z30.4-Z30.5	
Z09	exclusion	nadzor nad: protezama i drugim medicinskim pomagalima Z30.4-Z30.5	
Z09.0	preferred	Kontrolni pregled poslije operacije zbog drugih stanja	Kontrolni pregled poslije operacije zbog drugih stanja
Z09.1	preferred	Kontrolni pregled poslije radioterapije zbog drugih stanja	Kontrolni pregled poslije radioterapije zbog drugih stanja
Z09.1	exclusion	seansa (primanje doze) radioterapije Z51.0	
Z09.2	preferred	Kontrolni pregled poslije hemoterapije zbog drugih stanja	Kontrolni pregled poslije hemioterapije zbog drugih stanja
Z09.2	exclusion	seansa (primanje doze) hemoterapije Z51.1	
Z09.3	preferred	Kontrolni pregled poslije psihoterapije	Kontrolni pregled poslije psihoterapije
Z09.4	preferred	Kontrolni pregled poslije liječenja preloma	Kontrolni pregled poslije lijecenja preloma
Z09.7	preferred	Kontrolni pregled poslije kombinovanog liječenja zbog drugih stanja	Kontrolni pregled poslije kombinovanog lijecenja zbog drugih stanja
Z09.8	preferred	Kontrolni pregled poslije liječenja drugih stanja	Kontrolni pregled poslije lijecenja drugih stanja
Z09.9	preferred	Kontrolni pregled poslije neoznačenog liječenja drugih stanja	Kontrolni pregled poslije neoznačenog lijecenja drugih stanja
Z10	preferred	Rutinski opšti zdravstveni pregled definisane subpopulacije	Rutinski opsti zdravstveni pregled definisane subpopulacije
Z10	exclusion	medicinski pregled u administrativne svrhe Z02.-	
Z10.0	preferred	Sistematski pregled zbog profesionalnih bolesti	Zdravstveni pregled zaposlenih (radnika)
Z10.0	exclusion	Pregled prije zaposlenja Z02.1	
Z10.1	preferred	Rutinski opšti zdravstveni pregled osoba koje žive u institucijama	Rutinski opsti zdravstveni pregled osoba koje zive u zatvorenim institucijama
Z10.1	exclusion	pregled za prijem na boravak u ustanovi Z02.2	
Z10.2	preferred	Rutinski opšti zdravstveni pregled pripadnika oružanih snaga	Rutinski opsti zdravstveni pregled pripadnika oruzanih snaga
Z10.2	exclusion	pregled pri regrutaciji Z02.3	
Z10.3	preferred	Rutinski opšti zdravstveni pregled sportskih timova	Rutinski opsti zdravstveni pregled sportskih timova
Z10.3	exclusion	Test na alkohol i drogu u krvi Z04.0	
Z10.3	exclusion	Pregled radi bavljenja sportom Z02.5	
Z10.8	preferred	Rutinski opšti zdravstveni pregled drugih definisanih subpopulacija	Rutinski opsti zdravstveni pregled drugih definisanih subpopulacija
Z10.8	inclusion	Školske djece	
Z10.8	inclusion	Studenata	
Z11	preferred	Specijalan skrining (screening) pregled radi otkrivanja infektivnih i parazitarnih bolesti	Specijalan skrining (screening) pregled radi otkrivanja infektivnih i parazitarnih bolesti
Z11.0	preferred	Specijalan skrining pregled radi otkrivanja crijevnih zaraznih bolesti	Specijalan skrining pregled radi otkrivanja crijevnih zaraznih bolesti
Z11.1	preferred	Specijalan skrining pregled radi otkrivanja plućne tuberkuloze	Specijalan skrining pregled radi otkrivanja plucne tuberkuloze
Z11.2	preferred	Specijalan skrining pregled radi otkrivanja drugih bakterijskih bolesti	Specijalan skrining pregled radi otkrivanja drugih bakterijskih bolesti
Z11.3	preferred	Specijalan skrining pregled radi otkrivanja infektivnih bolesti sa pretežno polnim načinom prenošenja	Specijalan skrining pregled radi otkrivanja infektivnih bolesti sa pretezno polnim nacinom prenosenja
Z11.4	preferred	Specijalan skrining pregled radi otkrivanja virusa humane imunodeficijencije (HIV)	Specijalan skrining pregled radi otkrivanja virusa humane imunodeficijencije (hiv)
Z11.5	preferred	Specijalan skrining pregled radi otkrivanja drugih virusnih bolesti	Specijalan skrining pregled radi otkrivanja drugih virusnih bolesti
Z11.5	exclusion	crijevna virusna bolest Z11.0	
Z11.6	preferred	Specijalan skrining pregled radi otkrivanja drugih protozoalnih bolesti i helmintijaza	Specijalan skrining pregled radi otkrivanja drugih protozoalnih bolesti i helmintijaza
Z11.6	exclusion	crijevna protozoalna bolest Z11.0	
Z11.8	preferred	Specijalan skrining pregled radi otkrivanja drugih zaraznih bolesti i parazitarnih bolesti	Specijalan skrining pregled radi otkrivanja drugih zaraznih bolesti i parazitarnih bolesti
Z11.8	inclusion	Hlamidijaze	
Z11.8	inclusion	Rikecioze	
Z11.8	inclusion	Spirohetoze	
Z11.8	inclusion	Mikoze	
Z11.9	preferred	Specijalan skrining pregled radi otkrivanja zaraznih bolesti i parazitarnih bolesti, neoznačen	Specijalan skrining pregled radi otkrivanja zaraznih bolesti i parazitarnih bolesti, neoznačen
Z12	preferred	Specijalan skrining (screening) pregled radi otkrivanja neoplazmi	Specijalan skrining (screening) pregled radi otkrivanja neoplazmi
Z12.0	preferred	Specijalan skrining pregled radi otkrivanja tumora želuca	Specijalan skrining pregled radi otkrivanja tumora zaluca
Z12.1	preferred	Specijalan skrining pregled radi otkrivanja tumora crijevnog trakta	Specijalan skrining pregled radi otkrivanja tumora crijevnog trakta
Z12.2	preferred	Specijalan skrining pregled radi otkrivanja tumora disajnih organa	Specijalan skrining pregled radi otkrivanja tumora disajnih organa
Z12.3	preferred	Specijalan skrining pregled radi otkrivanja tumora dojke	Specijalan skrining pregled radi otkrivanja tumora dojke
Z12.3	exclusion	rutinska mamografija Z01.6	
Z12.4	preferred	Specijalan skrining pregled radi otkrivanja tumora grlića materice	Specijalan skrining pregled radi otkrivanja tumora grlića materice
Z12.4	exclusion	kao rutinski test ili kao dio opšteg ginekološkog pregleda Z01.4	
Z12.5	preferred	Specijalan skrining pregled radi otkrivanja tumora prostate (kestenjače)	Specijalan skrining pregled radi otkrivanja tumora kestenjace
Z12.6	preferred	Specijalan skrining pregled radi otkrivanja tumora mokraćne bešike	Specijalan skrining pregled radi otkrivanja tumora mokraćne bešike
Z12.8	preferred	Specijalan skrining pregled radi otkrivanja tumora drugih lokalizacija	Specijalan skrining pregled radi otkrivanja tumora drugih lokalizacija
Z12.9	preferred	Specijalan skrining pregled radi otkrivanja tumora, neoznačen	Specijalan skrining pregled radi otkrivanja tumora, neoznačen
Z13	preferred	Specijalan skrining pregled radi otkrivanja drugih bolesti i poremećaja	Specijalan skrining pregled radi otkrivanja drugih bolesti i poremećaja
Z13.0	preferred	Specijalan skrining pregled radi otkrivanja bolesti krvi, krvotvornih organa i određenih poremećaja imunih mehanizama	Specijalan skrining pregled radi otkrivanja bolesti krvi, krvotvornih organa i odredjenih poremećaja imunih mehanizama
Z13.1	preferred	Specijalan skrining pregled radi otkrivanja šećerne bolesti (diabetes mellitus)	Specijalan skrining pregled radi otkrivanja secerne bolesti (diabetes mellitus)
Z13.2	preferred	Specijalan skrining pregled radi otkrivanja poremećaja ishrane	Specijalan skrining pregled radi otkrivanja poremećaja ishrane
Z13.3	preferred	Specijalan skrining pregled radi otkrivanja duševnih poremećaja i poremećaja ponašanja	Specijalan skrining pregled radi otkrivanja duševnih poremećaja i alcohoismus poremećaja ponašanja
Z13.3	inclusion	Alkoholizam	
Z13.3	inclusion	Depresija	
Z13.3	inclusion	Mentalna retardacija	
Z13.4	preferred	Specijalan skrining pregled radi otkrivanja poremećaja razvoja u djetinjstvu	Specijalan skrining pregled radi otkrivanja poremećaja razvoja u djetinjstvu
Z13.4	exclusion	rutinsko testiranje razvoja odojčeta ili djeteta Z00.1	
Z13.5	preferred	Specijalan skrining pregled radi otkrivanja poremećaja oka i uha	Specijalan skrining pregled radi otkrivanja poremećaja oka i uva
Z13.6	preferred	Specijalan skrining pregled radi otkrivanja kardiovaskularnih poremećaja	Specijalan skrining pregled radi otkrivanja srcano-sudovnih poremećaja
Z13.7	preferred	Specijalan skrining pregled radi otkrivanja urođenih malformacija, deformacija i hromozomskih aberacija	Specijalan skrining pregled radi otkrivanja urođenih malformacija, deformacija i hromosomskih aberacija
Z13.8	preferred	Specijalan skrining pregled radi otkrivanja drugih označenih bolesti i poremećaja	Specijalan skrining pregled radi otkrivanja drugih označenih bolesti i poremećaja
Z13.8	inclusion	Poremećaj zuba	
Z13.8	inclusion	Endokrini i metabolički poremećaji	
Z13.8	exclusion	šećerna bolest Z13.1	
Z13.9	preferred	Specijalan skrining pregled, neoznačen	Specijalan skrining pregled, neoznačen
Z20-Z29	preferred	Osobe sa potencijalno ugroženim zdravljem povezanim sa zaraznim bolestima	
Z20	preferred	Kontakt i izloženost zaraznim bolestima	Kontakt i izlozenost zaraznim bolestima
Z20.0	preferred	Kontakt i izloženost crijevnim zaraznim bolestima	Kontakt i izlozenost crijevnim zaraznim bolestima
Z20.1	preferred	Kontakt i izloženost tuberkulozi	Kontakt i izlozenost tuberkulozi
Z20.2	preferred	Kontakt i izloženost infekcijama sa pretežno polnim načinom prenošenja	Kontakt i izlozenost infekcijama sa pretezno polnim nacinom prenosenja
Z20.3	preferred	Kontakt i izloženost bjesnilu	Kontakt i izlozenost bjesnilu
Z20.4	preferred	Kontakt i izloženost rubeoli (crvenki)	Kontakt i izlozenost crvenki (rubeola)
Z20.5	preferred	Kontakt i izloženost virusnom hepatitisu	Kontakt i izlozenost virusnom hepetitisu
Z20.6	preferred	Kontakt i izloženost virusu humane imunodeficijencije (HIV)	Kontakt i izlozenost virusu humane imunideficijencije (hiv)
Z20.6	exclusion	asimptomatska infekcija virusom humane imunodeficijencije (HIV) Z21	
Z20.7	preferred	Kontakt i izloženost vašljivosti, infestaciji grinjama i drugim infestacijama	Kontakt i izlozenost vasljivosti, infestaciji grinjama i drugim infestacijama
Z20.8	preferred	Kontakt i izloženost drugim zaraznim bolestima	Kontakt i izlozenost drugim zaraznim bolestima
Z20.9	preferred	Kontakt i izloženost neoznačenim zaraznim bolestima	Kontakt i izlozenost neoznačenim zaraznim bolestima
Z21	preferred	Asimptomatska infekcija virusom humane imunodeficijencije (HIV)	Asimptomatska infekcija virusom humane imunodeficijencije (hiv)
Z21	inclusion	HIV pozitivnost NOS	
Z21	exclusion	kontakt sa ili izloženost virusu humane imunodeficijencije (HIV) Z20.6	
Z21	exclusion	bolest virusa humane imunodeficijencije (HIV) B20-B24	
Z21	exclusion	trudnoća, porođaj i puerperijum koji su iskomplikovani bolešću virusa humane imunodeficijencije (HIV) O98.7	
Z21	exclusion	laboratorijski dokaz virusa humane imunodeficijencije(HIV) R75	
Z22	preferred	Kliconoša zaraznih bolesti	Kliconosa zaraznih bolesti
Z22	inclusion	suspektan kliconoša	
Z22.0	preferred	Kliconoša trbušnog tifusa	Kliconosa trbusnog tifusa
Z22.1	preferred	Kliconoša drugih crijevnih zaraznih bolesti	Kliconosa drugih crijevnih zaraznih bolesti
Z22.2	preferred	Kliconoša difterije	Kliconosa difterije
Z22.3	preferred	Kliconoša drugih označenih bakterijskih bolesti	Kliconosa drugih označenih bakterijskih bolesti
Z22.3	inclusion	Kliconoša bakterijske bolesti zbog prisustva: meningokoka	
Z22.3	inclusion	Kliconoša bakterijske bolesti zbog prisustva: stafilokoka	
Z22.3	inclusion	Kliconoša bakterijske bolesti zbog prisustva: streptokoka	
Z22.4	preferred	Kliconoša infekcija koji se pretežno prenose polnim putem	Kliconosa uzročnika koji se pretezno prenose polnim putem
Z22.4	inclusion	Kliconoša: gonoreje	
Z22.4	inclusion	Kliconoša: sifilisa	
Z22.5	preferred	Kliconoša virusnog hepatitisa	Kliconosa hepatitisa uzrokovanih virusom
Z22.5	inclusion	Kliconoša HBsAg (površinskog antigena hepatitisa B)	
Z22.6	preferred	Kliconoša infekcije humanim T-limfotropnim virusom tip 1 (HTLV-1)	Kliconosa humanog t-limfotropnog virusa tip 1 (htlv-1)
Z22.8	preferred	Kliconoša drugih zaraznih bolesti	Kliconosa drugih zaraznih bolesti
Z22.9	preferred	Kliconoša zarazne bolesti, neoznačene	Kliconosa zarazne bolesti, neoznačene
Z23	preferred	Potreba za imunizacijom protiv pojedinačnih bakterijskih bolesti 	Potreba za imunizacijom protiv bakterijskih bolesti (pojedinacno)
Z23	exclusion	imunizacija: protiv više bolesti Z27.-	
Z23	exclusion	imunizacija: neizvršena Z28.-	
Z23.0	preferred	Potreba za imunizacijom samo protiv kolere	Potreba za imunizacijom protiv kolere
Z23.1	preferred	Potreba za imunizacijom samo protiv tifusa-paratifusa (TAB)	Potreba za imunizacijom protiv tifusa-paratifusa (tab)
Z23.2	preferred	Potreba za imunizacijom protiv tuberkuloze (BCG)	Potreba za imunizacijom protiv tuberkuloze(bcg)
Z23.3	preferred	Potreba za imunizacijom protiv kuge	Potreba za imunizacijom protiv kuge
Z23.4	preferred	Potreba za imunizacijom protiv tularemije	Potreba za imunizacijom protiv tularemije
Z23.5	preferred	Potreba za imunizacijom samo protiv tetanusa	Potreba za imunizacijom samo protiv tetanusa
Z23.6	preferred	Potreba za imunizacijom samo protiv difterije	Potreba za imunizacijom samo protiv difterije
Z23.7	preferred	Potreba za imunizacijom samo protiv pertusisa	Potreba za imunizacijom samo protiv pertusisa
Z23.8	preferred	Potreba za imunizacijom protiv druge pojedinačne bakterijske bolesti	Potreba za imunizacijom protiv druge pojedinacne bakterijske bolesti
Z24	preferred	Potreba za imunizacijom protiv samo jedne virusne bolesti	Potreba za imunizacijom protiv samo jedne virusne bolesti
Z24	exclusion	imunizacija: protiv više bolesti Z27.-	
Z24	exclusion	imunizacija: neizvršena Z28.-	
Z24.0	preferred	Potreba za imunizacijom protiv poliomijelitisa	Potreba za imunizacijom protiv poliomijelitisa
Z24.1	preferred	Potreba za imunizacijom protiv virusnog encefalitisa koji se prenosi artropodima	Potreba za imunizacijom protiv virusnog encefalitisa koji se prenosi artropodima
Z24.2	preferred	Potreba za imunizacijom protiv bjesnila	Potreba za imunizacijom protiv bjesnila
Z24.3	preferred	Potreba za imunizacijom protiv žute groznice	Potreba za imunizacijom protiv zute groznice
Z24.4	preferred	Potreba za imunizacijom samo protiv morbila	Potreba za imunizacijom samo protiv morbila
Z24.5	preferred	Potreba za imunizacijom samo protiv rubeole	Potreba za imunizacijom samo protiv rubele
Z24.6	preferred	Potreba za imunizacijom protiv virusnog hepatitisa	Potreba za imunizacijom protiv virusnog hepatitisa
Z25	preferred	Potreba za imunizacijom protiv drugih pojedinačnih virusnih bolesti	Potreba za imunizacijom protiv drugih virusnih bolesti (pojedinacno)
Z25	exclusion	imunizacija: protiv više bolesti Z27.-	
Z25	exclusion	imunizacija: neizvršena Z28.-	
Z25.0	preferred	Potreba za imunizacijom protiv parotitisa	Potreba za imunizacijom protiv parotitisa
Z25.1	preferred	Potreba za imunizacijom protiv influence	Potreba za imunizacijom protiv influence
Z25.8	preferred	Potreba za imunizacijom protiv druge označene pojedinačne virusne bolesti	Potreba za imunizacijom protiv druge označene pojedinacne virusne bolesti
Z26	preferred	Potreba za imunizacijom protiv drugih pojedinačnih zaraznih bolesti 	Potreba za imunizacijom protiv drugih zaraznih bolesti (pojedinacno)
Z26	exclusion	imunizacija: protiv više bolesti Z27.-	
Z26	exclusion	imunizacija: neizvršena Z28.-	
Z26.0	preferred	Potreba za imunizacijom protiv kala-azara (lišmanijaze)	Potreba za imunizacijom protiv kala-azara (lismanijaze)
